"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.802325581395349,0.794388665310116
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.24731182795699,1.06990363217497
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.795918367346939,0.92773983613853
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.876288659793814,0.960227099427123
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1,1
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.40076335877863,1.33178048558839
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.95864661654135,1.45179799101816
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.73563218390805,1.39333388329748
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.28947368421053,1.43370548581624
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.53311258278146,1.40616685702939
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.83116883116883,1.43169169466217
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.41836734693878,1.25938513379007
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.2156862745098,0.944748124955982
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.5531914893617,1.32828613470968
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.19178082191781,1.17628912991105
"SERVIER-14","placebo",139,3.41007194244604,0.796850227233356,1.58273381294964,1.26776809802508
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.56737588652482,1.14832153622461
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.35036496350365,1.25786490949073
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.8029197080292,1.2938736644983
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.53220338983051,1.26899723092579
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,1.23972602739726,1.20518875053717
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.58227848101266,1.34597862900013
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.41489361702128,1.23157717645437
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.62814070351759,1.21954291002632
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.31216931216931,1.2346547682299
