"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"89306","placebo",88,3.26136363636364,0.976674138080773,1.44318181818182,1.3378482856915
"91206","citalopram",521,3.29174664107486,1.02249178156996,1.74856046065259,1.39370937011872
"91206","placebo",129,3.32558139534884,1.04704040258777,2.03875968992248,1.69283001202495
"99001","escitalopram",188,3.24468085106383,0.897842574159637,1.47872340425532,1.21249046220852
"99001","placebo",189,3.1957671957672,0.89845201909745,1.64550264550265,1.19228164343841
"99003","citalopram",159,3.15094339622642,0.835817489959722,1.52201257861635,1.12416764137593
"99003","escitalopram",155,3.16129032258065,0.793511601628311,1.4258064516129,1.15065417360336
"99003","placebo",154,3.14935064935065,0.853921882916557,1.67532467532468,1.29293260864527
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.91884816753927,1.43858005705659
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.88235294117647,1.43574147174467
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.44117647058824,1.36871108626702
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.58730158730159,1.30833970597122
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.1010101010101,1.20485439013198
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.20098039215686,1.59858281436776
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,1.98514851485149,1.60371993799577
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.08695652173913,1.2965953186287
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.32558139534884,1.34023683465981
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,0.804878048780488,1.01152646402031
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,1.07407407407407,1.05803801654026
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,0.625,0.832489023761601
"F1J-MC-HMAQa","duloxetine",70,3.15714285714286,1.21148745901641,1.18571428571429,1.38619338156597
"F1J-MC-HMAQa","fluoxetine",33,2.96969696969697,1.40278402838891,1.36363636363636,1.3185736094873
"F1J-MC-HMAQa","placebo",70,3.21428571428571,1.20256799070021,1.95714285714286,1.39809097883262
"F1J-MC-HMAQb","duloxetine",82,2.91463414634146,1.13530568584021,1.41463414634146,1.43114578557196
"F1J-MC-HMAQb","fluoxetine",37,3.02702702702703,1.16634487196556,1.2972972972973,1.39173881778764
"F1J-MC-HMAQb","placebo",75,2.96,1.13232599641718,1.62666666666667,1.44047039364055
"F1J-MC-HMATa","duloxetine",175,2.44,1.44460948069855,1.28,1.42892934760952
"F1J-MC-HMATa","paroxetine",89,2.7752808988764,1.55031381712311,1.26966292134831,1.45979485594739
"F1J-MC-HMATa","placebo",90,2.63333333333333,1.31071641787607,1.54444444444444,1.41549301460904
"F1J-MC-HMATb","duloxetine",177,2.67231638418079,1.2177530311138,1.43502824858757,1.40110107849221
"F1J-MC-HMATb","paroxetine",87,2.7816091954023,1.23349840316562,1.26436781609195,1.40149231191166
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.69662921348315,1.44917291757953
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.893617021276596,0.901194514562595
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.837209302325581,0.780052262446397
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.29032258064516,0.995431358991082
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.821428571428571,0.952055805302534
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.948453608247423,1.04454070868311
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1.02020202020202,0.989535017373373
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.45038167938931,1.35450852354377
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.93233082706767,1.45210576423269
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.74712643678161,1.4187078964645
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.28195488721805,1.41668412140602
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.51324503311258,1.37060626286296
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.77922077922078,1.41535350094501
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.58163265306122,1.41365556244513
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.41176470588235,1.402518742666
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.47517730496454,1.29845821962407
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.12328767123288,1.16198647365208
"SERVIER-14","placebo",139,3.40287769784173,0.795999275912128,1.51079136690647,1.23574132227465
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.43262411347518,1.23811472200397
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.2043795620438,1.21956288053516
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.58394160583942,1.20441794440316
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.47118644067797,1.15985145182118
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,0.993150684931507,1.08593881419348
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.56962025316456,1.28869206694573
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.42553191489362,1.25378026631274
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.60804020100503,1.23792579793944
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.2962962962963,1.27872819007088
