"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"29060/785","citalopram",207,3.60869565217391,0.834057656228299,1.57487922705314,1.31568095252543
"29060/785","paroxetine",199,3.67336683417085,0.796991959140666,1.72361809045226,1.24681208634701
"29060/785","placebo",105,3.58095238095238,0.852382998749257,2.05714285714286,1.25444265457867
"89303","citalopram",134,3.50746268656716,1.06725893481178,1.44029850746269,1.35730379592553
"89303","placebo",66,3.5,1.33877096334948,1.65151515151515,1.30669782561203
"89306","citalopram",185,3.26486486486486,1.17033445057576,1.18378378378378,1.20630443412063
"89306","placebo",88,3.26136363636364,0.976674138080773,1.35227272727273,1.26890098820528
"91206","citalopram",521,3.29174664107486,1.02249178156996,1.81381957773512,1.38323790923292
"91206","placebo",129,3.32558139534884,1.04704040258777,1.91472868217054,1.47918372629097
"99001","escitalopram",188,3.24468085106383,0.897842574159637,1.46808510638298,1.21225584263896
"99001","placebo",189,3.1957671957672,0.89845201909745,1.66666666666667,1.21602771524966
"99003","citalopram",159,3.15094339622642,0.835817489959722,1.49685534591195,1.14114207635878
"99003","escitalopram",155,3.16129032258065,0.793511601628311,1.40645161290323,1.13787666344596
"99003","placebo",154,3.14935064935065,0.853921882916557,1.64935064935065,1.25522420741552
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.92670157068063,1.46878960289853
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.91978609625668,1.46976113823354
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.40196078431373,1.33361100170675
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.60846560846561,1.29036209462581
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.09090909090909,1.1671555000242
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.16176470588235,1.59997192818028
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,1.9950495049505,1.59132450465928
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.32608695652174,1.43068511678204
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.37209302325581,1.38053226129416
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,0.841463414634146,0.793017556125965
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,0.888888888888889,0.85146931829632
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,0.6,0.789167162346852
"F1J-MC-HMAQa","duloxetine",70,3.15714285714286,1.21148745901641,1.35714285714286,1.4349237649367
"F1J-MC-HMAQa","fluoxetine",33,2.96969696969697,1.40278402838891,1.33333333333333,1.19023807142381
"F1J-MC-HMAQa","placebo",70,3.21428571428571,1.20256799070021,1.8,1.41010843451894
"F1J-MC-HMAQb","duloxetine",82,2.91463414634146,1.13530568584021,1.39024390243902,1.45514071748351
"F1J-MC-HMAQb","fluoxetine",37,3.02702702702703,1.16634487196556,1.45945945945946,1.4831384627538
"F1J-MC-HMAQb","placebo",75,2.96,1.13232599641718,1.61333333333333,1.38420953472949
"F1J-MC-HMATa","duloxetine",175,2.44,1.44460948069855,1.25714285714286,1.41711332666939
"F1J-MC-HMATa","paroxetine",89,2.79775280898876,1.55344028238279,1.26966292134831,1.39613138337059
"F1J-MC-HMATa","placebo",90,2.63333333333333,1.31071641787607,1.6,1.45956742860742
"F1J-MC-HMATb","duloxetine",177,2.67231638418079,1.2177530311138,1.50847457627119,1.41066813662162
"F1J-MC-HMATb","paroxetine",87,2.7816091954023,1.23349840316562,1.19540229885057,1.40463585001859
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.55056179775281,1.42231594076077
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.867021276595745,0.924056194077105
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.813953488372093,0.789812009009691
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.21505376344086,0.987414964589592
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.831632653061224,0.953922744684151
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.917525773195876,0.996557648992934
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1.04040404040404,0.968052873399896
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.40839694656489,1.32077639816019
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.92481203007519,1.46209495678194
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.67049808429119,1.38628284832975
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.30075187969925,1.43532239442567
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.52980132450331,1.33098992470492
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.80519480519481,1.40064374591806
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.33673469387755,1.23475342962869
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.19607843137255,1.09580304513425
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.50354609929078,1.30051455442919
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.26712328767123,1.26104005181498
"SERVIER-14","placebo",139,3.40287769784173,0.795999275912128,1.57553956834532,1.29647469201917
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.31205673758865,1.19603363410094
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.32116788321168,1.07740365045778
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.56934306569343,1.19923762815944
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.46101694915254,1.21120294242499
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,1.19178082191781,1.04594500081654
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.5126582278481,1.31496696222649
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.34042553191489,1.25005404366048
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.64824120603015,1.22552170795842
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.28571428571429,1.23893276948139
