"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.52808988764045,1.42294419203515
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.904255319148936,0.92579376477234
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.837209302325581,0.780052262446397
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.2258064516129,0.968291101778805
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.836734693877551,0.941290740131246
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.948453608247423,1.01418208034663
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1.03030303030303,0.973679592089691
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.40458015267176,1.32629536740385
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.91353383458647,1.42088369818102
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.67816091954023,1.37136304630632
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.30075187969925,1.45620319132682
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.52980132450331,1.36791884033827
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.84415584415584,1.42860538114309
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.36734693877551,1.46003640049272
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.37254901960784,1.18255290475692
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.5177304964539,1.32208457874557
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.22602739726027,1.24717915061429
"SERVIER-14","placebo",139,3.41007194244604,0.796850227233356,1.64028776978417,1.29103482953839
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.64539007092199,1.2600155995239
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.1021897810219,1.07979213367834
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.74452554744526,1.14422589476012
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.56949152542373,1.18712684610258
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,1.3013698630137,1.09147077622874
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.43670886075949,1.18608462713397
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.44148936170213,1.26312654909578
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.63316582914573,1.32995994761527
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.28042328042328,1.24656456877933
