"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.92146596858639,1.45414962302213
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.85026737967914,1.4252098253953
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.36764705882353,1.30822797946209
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.57671957671958,1.29265018498112
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.05555555555556,1.1672104123268
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.18627450980392,1.57399051803819
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,2.00990099009901,1.59909831249797
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.1304347826087,1.32679556580128
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.3953488372093,1.43327023477482
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,0.902439024390244,0.950760009151366
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,0.814814814814815,0.909822937597079
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,0.6625,0.856010025967548
"F1J-MC-HMAQa","duloxetine",70,3.15714285714286,1.21148745901641,1.31428571428571,1.41976582211576
"F1J-MC-HMAQa","fluoxetine",33,2.96969696969697,1.40278402838891,1.42424242424242,1.06155260792574
"F1J-MC-HMAQa","placebo",70,3.21428571428571,1.20256799070021,1.81428571428571,1.35446504914604
"F1J-MC-HMAQb","duloxetine",82,2.91463414634146,1.13530568584021,1.40243902439024,1.45601990979435
"F1J-MC-HMAQb","fluoxetine",37,3.02702702702703,1.16634487196556,1.21621621621622,1.41686538086987
"F1J-MC-HMAQb","placebo",75,2.96,1.13232599641718,1.61333333333333,1.3345039905901
"F1J-MC-HMATa","duloxetine",175,2.44,1.44460948069855,1.2,1.38132037450097
"F1J-MC-HMATa","paroxetine",89,2.7752808988764,1.55031381712311,1.26966292134831,1.45198958285629
"F1J-MC-HMATa","placebo",90,2.63333333333333,1.31071641787607,1.6,1.48248197594061
"F1J-MC-HMATb","duloxetine",177,2.67231638418079,1.2177530311138,1.37853107344633,1.38095491105195
"F1J-MC-HMATb","paroxetine",87,2.7816091954023,1.23349840316562,1.42528735632184,1.5068231166392
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.59550561797753,1.33756139301406
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.835106382978723,0.883261753683775
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.825581395348837,0.799880292001339
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.24731182795699,1.00710426447935
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.816326530612245,0.942957037665164
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.896907216494845,0.984087310685158
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,0.98989898989899,0.952921924280515
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.37786259541985,1.30368120567433
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.93233082706767,1.47274862383516
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.70498084291188,1.37600805691991
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.32706766917293,1.40959664079595
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.50993377483444,1.34864297327121
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.87012987012987,1.34164711324833
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.88775510204082,1.39130327584825
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.82352941176471,1.22810231418952
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.53900709219858,1.33589381387149
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.22602739726027,1.18479183648265
"SERVIER-14","placebo",139,3.38848920863309,0.821017320219308,1.46762589928058,1.22948179418116
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.45390070921986,1.17397479472191
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.25547445255474,1.11822599184057
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.67153284671533,1.27250037010913
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.6,1.2410221812771
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,1.24657534246575,1.06713696135237
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.37974683544304,1.20829191930223
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.40957446808511,1.26123351461261
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.63316582914573,1.23954436384406
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.3015873015873,1.25012663998817
