"STUDYID","TREATMENT_GROUP","patient_n","baseline_mean","baseline_std","endpoint_mean","endpoint_std"
"99003","escitalopram",155,3.16129032258065,0.793511601628311,1.41290322580645,1.14974360085925
"99003","placebo",154,3.14935064935065,0.853921882916557,1.68181818181818,1.25090579184022
"AK1113351","bupropion",382,3.71465968586387,1.11762062800142,1.90314136125654,1.44307217336828
"AK1113351","placebo",187,3.63101604278075,1.09136421227163,1.87700534759358,1.42966106780189
"AK130939","bupropion",204,3.44607843137255,0.94792192406009,1.36764705882353,1.32692182512434
"AK130939","placebo",189,3.41798941798942,0.989247607869061,1.57671957671958,1.32516070108891
"AK130939","venlafaxine",198,3.17171717171717,0.99276984251701,1.17676767676768,1.20660856115959
"Angelini_Trz_Pbo","placebo",204,3.83823529411765,0.679255477325912,2.16666666666667,1.58554637493224
"Angelini_Trz_Pbo","trazodone",202,3.81188118811881,0.768960936027891,1.98514851485149,1.59438605527535
"B1Y-MC-HCFP","fluoxetine",46,2.82608695652174,1.08124101180258,1.17391304347826,1.41898786818222
"B1Y-MC-HCFP","placebo",43,3.06976744186047,0.88358977869256,1.34883720930233,1.46195760687401
"Ban_1998","desipramine",82,1.9390243902439,0.425935744751519,0.951219512195122,1.0049561015459
"Ban_1998","placebo",81,1.8641975308642,0.440258061247977,1.1358024691358,0.918600653436425
"Ban_1998","reboxetine",80,1.8625,0.413192265296999,1.0125,1.02492667227676
"F1J-MC-HMAQa","duloxetine",70,3.15714285714286,1.21148745901641,1.34285714285714,1.42326135261476
"F1J-MC-HMAQa","fluoxetine",33,2.96969696969697,1.40278402838891,1.3030303030303,1.10354113213012
"F1J-MC-HMAQa","placebo",70,3.21428571428571,1.20256799070021,1.87142857142857,1.41340813896333
"F1J-MC-HMAQb","duloxetine",82,2.91463414634146,1.13530568584021,1.28048780487805,1.36331468106323
"F1J-MC-HMAQb","fluoxetine",37,3.02702702702703,1.16634487196556,1.24324324324324,1.44155404965547
"F1J-MC-HMAQb","placebo",75,2.96,1.13232599641718,1.69333333333333,1.38499032422548
"F1J-MC-HMATa","duloxetine",175,2.44,1.44460948069855,1.32,1.39391122592048
"F1J-MC-HMATa","paroxetine",89,2.76404494382022,1.55959254520147,1.13483146067416,1.37502901817277
"F1J-MC-HMATa","placebo",90,2.63333333333333,1.31071641787607,1.81111111111111,1.48319761193677
"F1J-MC-HMATb","duloxetine",177,2.67231638418079,1.2177530311138,1.30508474576271,1.33893916567119
"F1J-MC-HMATb","paroxetine",87,2.7816091954023,1.23349840316562,1.42528735632184,1.47563296555218
"F1J-MC-HMATb","placebo",89,2.76404494382022,1.02272443536095,1.61797752808989,1.41023545727081
"F1J-MC-HMAYa","duloxetine",188,2.46276595744681,0.885834334960739,0.819148936170213,0.877072987742605
"F1J-MC-HMAYa","paroxetine",86,2.37209302325581,0.982751379341597,0.848837209302326,0.804654721135866
"F1J-MC-HMAYa","placebo",93,2.13978494623656,0.939373031537321,1.26881720430108,0.957121873869741
"F1J-MC-HMAYb","duloxetine",196,2.51530612244898,1.1479169129958,0.821428571428571,0.941221247049511
"F1J-MC-HMAYb","paroxetine",97,2.58762886597938,0.943757751839992,0.927835051546392,1.03327374842065
"F1J-MC-HMAYb","placebo",99,2.39393939393939,1.1850960679063,1.09090909090909,1.08881989188172
"F1J-US-HMGR","duloxetine",262,3.54198473282443,0.88200000855538,1.4236641221374,1.38957983456831
"F1J-US-HMGR","placebo",266,3.43984962406015,0.958649982330621,1.98872180451128,1.51591079218481
"F1J-US-HMGU","duloxetine",261,3.63218390804598,0.941948992519915,1.73563218390805,1.42876845931901
"F1J-US-HMGU","placebo",266,3.56390977443609,0.92228905924865,2.37593984962406,1.42538444339154
"GSK_WELL_212","bupropion",302,3.42715231788079,0.881514385176827,1.50662251655629,1.38990995545588
"GSK_WELL_212","placebo",154,3.37662337662338,0.784472863916403,1.75974025974026,1.32869386356468
"LB-86141","citalopram",98,2.27551020408163,1.66702780293884,1.45918367346939,1.41544038789681
"LB-86141","placebo",51,1.94117647058824,1.44791939977172,1.25490196078431,1.30909338482634
"SERVIER-14","agomelatine",423,3.35224586288416,0.826852890447493,1.53191489361702,1.29830289236475
"SERVIER-14","paroxetine",146,3.47260273972603,0.780761833785368,1.20547945205479,1.24799319305824
"SERVIER-14","placebo",139,3.41007194244604,0.796850227233356,1.56115107913669,1.28601794065105
"SERVIER-23","agomelatine",141,3.22695035460993,0.881304182336295,1.61702127659574,1.32373699625657
"SERVIER-23","paroxetine",137,3.24087591240876,0.887209334715713,1.37956204379562,1.32360574179973
"SERVIER-23","placebo",137,3.33576642335766,0.824954296976271,1.64233576642336,1.18033660626069
"SERVIER-24","agomelatine",295,3.44406779661017,0.963318948608678,1.51525423728814,1.23674104869941
"SERVIER-24","fluoxetine",146,3.51369863013699,0.832414861504336,1.34246575342466,1.05985266487039
"SERVIER-24","placebo",158,3.4620253164557,0.981588962384327,1.71518987341772,1.2420025547011
"WXL101497","bupropion",188,3.34574468085106,0.971592759654613,1.3936170212766,1.24288852031601
"WXL101497","placebo",199,3.30653266331658,0.959538787404542,1.60301507537688,1.23835625606822
"WXL101497","venlafaxine",189,3.25396825396825,0.983398156982736,1.28042328042328,1.29265018498112
